0.16,-0.2,-0.1,0.11,-0.1,-0.3,-0.1,-0.1,0.45,0.01,0.25,-0.3,0.24,-0.2,-0.1,0.37,0.01,0.16,0.06,0.07,-0.0,-0.0,-0.0,-0.2,0.00,0.02,-0.1,0.07,0.13,0.03,-0.2,-0.2,-0.2,0.04,0.02,0.08,-0.0,0.12,0.05,0.28,0.07,0.06,0.28,0.07,-0.0,-0.2,0.10,0.03,0.33,-0.1,-0.2,0.14,0.11,-0.0,-0.1,-0.2,0.18,-0.0,0.25,0.08,0.26,-0.3,-0.2,0.03,0.10,0.02,-0.0,0.06,-0.0,0.05,-0.1,-0.2,-0.1,0.02,-0.3,0.01,0.09,-0.3,0.10,-0.0,-0.0,0.06,-0.0,-0.1,-0.0,-0.2,-0.0,0.19,0.19,0.27,-0.0,0.02,-0.1,-0.0,0.11,-0.2,0.13,-0.1,0.14,-0.3,0.15,-0.3,0.06,0.06,0.33,0.17,0.24,0.04,0.20,0.00,-0.4,-0.0,-0.2,-0.1,-0.2,-0.0,0.00,0.30,-0.1,0.01,-0.0,-0.2,0.14,-0.3,-0.0,0.07,-0.1,-0.2,0.12,0.34,0.13,-0.0,-0.2,0.09,0.20,-0.1,-0.1,-0.2,0.11,0.02,-0.0,-0.1,-0.2,0.03,0.19,-0.0,-0.1,-0.2,-0.0,-0.1,0.16,-0.0,0.04,-0.0,-0.1,-0.1,0.05,-0.0,-0.0,0.14,-0.0,0.08,-0.0,-0.0,0.04,0.08,0.15,-0.1,0.04,-0.1,-0.1,-0.1,-0.1,-0.1,-0.0,-0.1,-0.0,-0.1,-0.1,-0.0,-0.1,-0.3,-0.1,-0.2,0.27,-0.0,-0.0,0.11,-0.2,0.08,0.16,0.27,-0.0,0.35,-0.1,0.15,-0.0,-0.2,-0.1,-0.1,-0.1,-0.0,-0.4,-0.3,-0.0,0.08,0.11,0.05,-0.2,0.01,-0.1,-0.0,-0.0,0.04,-0.1,0.12,0.04,0.58,-0.0,-0.0,-0.1,-0.1,0.16,0.07,0.45,-0.0,-0.0,0.23,-0.3,-0.0,0.17,-0.0,-0.2,-0.4,-0.2,0.03,-0.1,0.05,0.13,-0.0,0.13,-0.0,-0.2,-0.2,0.02,-0.1,-0.2,-0.3,0.08,-0.1,-0.1,-0.0,0.03,-0.0,-0.0,-0.1,0.10,0.12,0.05,-0.2,0.05,0.20,-0.0,0.09,-0.1,0.14,-0.0,-0.2,-0.4,0.17,-0.0,0.05,0.26,-0.0,-0.2,-0.2,0.00,-0.0,-0.2,-0.2,-0.0,-0.1,-0.0,-0.1,-0.0,-0.0,-0.1,0.07,-0.1,-0.0,-0.3,-0.1,0.12,0.00,0.17,-0.0,-0.2,0.16,-0.0,-0.2
-0.0,-0.1,-0.0,0.13,-0.2,0.16,0.30,-0.1,-0.1,0.25,-0.0,-0.0,-0.0,-0.0,-0.1,0.28,-0.0,0.14,-0.1,-0.0,-0.3,0.35,0.26,0.00,-0.0,0.00,-0.3,0.22,0.05,0.15,0.08,-0.0,-0.0,0.23,-0.0,0.03,0.17,-0.4,0.28,0.32,0.02,-0.0,-0.0,-0.0,0.07,-0.1,0.05,-0.0,-0.0,0.00,-0.2,0.12,0.09,0.10,-0.0,-0.0,0.01,-0.0,-0.1,-0.2,0.16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3,-0.0,0.07,-0.0,-0.0,0.09,-0.3,-0.3,0.05,-0.0,-0.0,0.11,-0.1,-0.2,0.17,-0.1,-0.4,-0.0,-0.0,0.09,0.20,-0.1,-0.0,-0.0,-0.1,-0.0,-0.1,-0.0,-0.1,0.03,0.38,0.14,-0.2,-0.1,-0.1,-0.0,0.22,0.24,-0.0,-0.0,0.21,-0.4,-0.5,-0.4,-0.3,0.13,0.01,0.13,0.03,0.06,-0.2,-0.1,0.00,0.01,-0.0,0.00,-0.0,0.08,0.09,-0.0,-0.1,0.13,0.41,-0.2,-0.0,-0.1,0.08,-0.0,0.32,-0.0,-0.0,0.17,-0.0,0.13,-0.1,-0.1,-0.1,0.18,-0.1,0.29,-0.0,-0.3,-0.1,0.16,-0.1,-0.2,0.00,-0.2,-0.2,-0.1,-0.1,-0.2,0.08,-0.2,-0.1,0.15,0.03,0.03,-0.0,0.25,-0.0,-0.2,-0.1,-0.2,0.06,-0.1,0.08,-0.3,-0.0,0.35,-0.0,0.19,0.16,-0.0,-0.2,0.08,0.12,-0.0,0.33,-0.0,0.27,-0.0,0.12,-0.0,0.19,-0.1,-0.1,0.20,0.19,0.02,-0.1,0.00,-0.0,0.03,-0.1,0.00,-0.0,-0.0,0.09,0.29,0.04,-0.0,-0.1,-0.2,0.04,-0.0,0.13,0.02,0.13,0.00,-0.2,0.34,0.13,0.05,0.18,0.04,0.23,-0.1,0.10,0.03,0.10,-0.0,-0.0,0.14,-0.3,-0.3,0.18,-0.4,-0.3,-0.0,-0.2,0.16,0.07,0.06,0.06,0.17,-0.1,0.00,-0.0,-0.2,-0.1,0.09,0.13,-0.4,-0.2,0.12,-0.3,0.01,-0.1,-0.2,-0.1,-0.1,-0.0,0.00,0.25,-0.2,0.00,0.04,0.01,-0.2,0.24,-0.2,-0.1,0.07,0.04,0.21,-0.2,0.14,-0.1,0.20,-0.1,-0.3,0.35,-0.1,0.35,0.10,0.07,-0.2,-0.1,-0.1,0.14,0.00,0.29,-0.1,-0.0,0.13,-0.1,0.12,0.05,-0.1,0.13,-0.0,0.34
0.08,0.06,-0.0,0.12,-0.2,-0.2,0.29,0.08,-0.0,-0.0,0.05,-0.5,0.09,-0.1,-0.0,0.39,0.15,-0.2,0.01,-0.0,0.22,0.14,0.15,0.07,-0.1,0.00,-0.3,0.12,0.28,-0.1,-0.2,-0.2,0.16,-0.2,0.00,-0.0,0.02,-0.0,0.30,-0.0,0.01,-0.2,0.05,0.02,-0.0,-0.0,0.22,0.06,0.46,-0.2,-0.2,-0.0,0.14,-0.2,-0.2,-0.2,-0.1,-0.0,0.34,0.05,0.00,0.02,0.07,-0.0,-0.1,-0.0,0.02,-0.1,0.06,-0.0,-0.1,-0.3,0.21,-0.1,-0.1,-0.1,0.15,-0.2,-0.1,0.19,0.12,-0.1,-0.1,-0.3,-0.4,-0.1,-0.4,-0.2,0.36,-0.0,0.15,-0.0,-0.3,-0.5,0.04,0.11,0.33,-0.1,0.24,-0.1,0.18,-0.4,-0.0,-0.2,0.09,0.33,0.24,0.00,-0.0,-0.2,-0.1,0.17,0.06,0.03,-0.0,0.16,-0.1,0.14,-0.1,0.13,-0.0,-0.1,0.16,-0.0,0.28,-0.0,-0.3,0.11,0.03,-0.0,0.02,0.21,-0.1,-0.1,-0.0,0.38,0.21,-0.3,0.37,0.09,-0.0,-0.1,-0.2,-0.2,0.25,0.35,-0.0,-0.2,-0.2,-0.3,0.16,-0.1,0.11,0.33,-0.0,-0.2,-0.0,-0.4,-0.1,0.32,-0.0,-0.0,0.01,0.07,0.15,0.43,0.32,-0.0,-0.0,-0.1,-0.1,-0.3,-0.0,0.17,-0.3,-0.2,-0.1,0.23,-0.1,0.09,-0.0,-0.3,-0.2,0.09,0.28,-0.1,0.19,0.03,-0.1,0.31,0.23,0.14,0.00,-0.0,-0.0,0.01,-0.4,-0.1,-0.1,-0.2,-0.2,-0.3,-0.3,-0.4,0.00,-0.0,0.05,0.01,-0.0,0.21,-0.2,0.00,0.23,0.00,-0.1,-0.1,0.03,-0.0,-0.2,0.13,0.13,-0.0,0.11,-0.2,-0.0,0.33,0.01,-0.0,-0.0,-0.0,-0.1,0.04,-0.2,-0.1,-0.1,0.07,0.02,-0.3,0.11,-0.2,0.07,-0.1,-0.1,-0.2,0.00,-0.1,-0.0,-0.2,0.15,-0.1,-0.2,-0.3,-0.1,0.13,0.10,0.04,0.01,-0.0,0.17,-0.5,0.08,0.14,-0.3,0.20,0.08,0.26,0.09,-0.0,-0.0,0.09,-0.0,0.11,0.09,-0.0,0.19,-0.2,-0.2,-0.0,0.02,-0.0,0.02,0.32,-0.1,0.19,0.15,-0.1,0.19,-0.0,0.20,-0.2,0.14,0.13,-0.0,0.01,-0.0,-0.0,0.09,0.26,-0.2,-0.4
-0.0,0.04,-0.1,0.03,0.08,-0.0,0.45,-0.3,0.11,-0.2,0.09,-0.2,0.28,0.05,-0.1,-0.1,0.20,-0.0,0.02,-0.1,0.25,0.15,0.47,0.36,0.23,0.31,-0.1,0.02,-0.0,-0.1,-0.2,-0.2,0.00,-0.3,0.02,-0.0,-0.0,0.06,-0.1,0.24,0.01,-0.0,0.03,-0.2,-0.1,-0.1,0.21,0.15,0.08,-0.1,0.11,0.00,-0.1,0.01,-0.1,0.09,0.17,0.04,0.29,0.07,0.00,-0.1,-0.2,0.04,0.31,0.14,0.06,-0.0,0.35,-0.0,0.03,-0.3,-0.3,-0.2,-0.0,-0.1,-0.1,0.00,0.30,0.24,0.01,-0.0,0.06,0.08,0.19,0.25,-0.0,0.24,0.26,0.01,-0.2,0.28,-0.2,-0.0,0.01,-0.0,0.13,-0.4,0.16,-0.1,0.15,0.12,0.26,0.26,-0.0,-0.3,-0.1,-0.0,-0.1,-0.3,0.06,-0.4,-0.1,0.24,0.14,0.09,-0.2,0.14,-0.1,0.11,-0.0,0.16,-0.2,-0.0,-0.0,0.13,0.27,-0.1,-0.2,-0.0,-0.0,0.07,0.08,0.00,-0.2,0.08,0.28,-0.1,-0.1,0.16,-0.1,-0.0,-0.1,-0.4,0.04,0.29,-0.3,-0.1,0.04,0.17,0.29,0.27,-0.0,0.43,-0.0,0.01,-0.3,0.13,0.08,0.02,-0.5,0.19,0.32,0.03,0.14,0.30,0.38,-0.1,-0.2,-0.0,-0.1,-0.0,0.15,0.02,-0.1,-0.2,0.22,-0.1,0.38,0.19,-0.1,0.04,-0.0,-0.1,-0.5,-0.3,0.31,0.02,-0.2,0.13,0.10,-0.5,0.30,0.20,-0.2,-0.0,-0.2,-0.1,-0.1,-0.2,-0.0,-0.1,-0.1,-0.1,0.16,-0.0,0.43,-0.3,0.21,-0.2,-0.0,0.02,-0.4,0.34,-0.0,0.09,0.06,0.04,-0.0,0.04,0.01,-0.1,-0.0,-0.2,-0.0,0.10,-0.0,0.19,0.08,0.18,-0.1,0.19,-0.0,0.02,0.18,-0.2,0.19,-0.1,0.00,-0.0,-0.0,0.20,-0.1,-0.4,0.11,0.16,-0.0,-0.5,-0.0,0.06,0.13,-0.1,0.25,-0.1,0.02,-0.3,-0.0,-0.2,0.10,-0.1,0.00,-0.0,-0.2,-0.4,-0.1,0.14,-0.2,0.27,-0.1,0.13,-0.0,0.23,-0.0,-0.0,0.42,0.31,0.03,-0.4,-0.1,-0.0,-0.3,0.29,-0.0,-0.0,-0.0,0.04,0.04,0.08,0.06,0.20,-0.2,-0.0,-0.1,-0.1,0.24,-0.1,0.29,0.10,-0.0,0.09
0.16,0.13,0.18,0.06,0.24,-0.2,-0.2,-0.3,0.17,0.07,0.55,0.06,0.26,0.00,-0.2,-0.0,0.48,-0.0,-0.0,0.25,-0.0,0.08,0.01,-0.2,-0.0,-0.1,-0.0,-0.0,-0.2,0.14,-0.2,-0.0,-0.0,0.15,-0.1,-0.2,-0.1,0.25,-0.0,0.21,-0.0,-0.4,0.12,-0.2,0.16,-0.2,-0.1,-0.1,0.04,0.07,0.14,-0.1,-0.1,0.14,0.11,0.06,0.15,0.07,0.09,-0.1,-0.3,-0.4,-0.1,-0.1,0.19,0.08,-0.2,-0.0,0.09,0.05,0.34,-0.1,-0.0,0.01,-0.0,-0.2,0.24,0.19,0.08,-0.0,0.08,0.07,0.11,-0.2,0.46,-0.2,0.05,0.17,0.37,0.07,-0.2,-0.0,-0.0,0.16,0.20,-0.3,0.02,0.01,-0.1,-0.0,0.04,0.19,0.29,-0.0,0.25,-0.1,0.13,0.03,0.16,0.19,0.07,-0.0,-0.0,0.15,0.24,-0.3,-0.0,0.26,-0.0,0.01,-0.1,0.07,-0.2,0.04,-0.1,-0.1,-0.1,-0.1,-0.1,0.02,0.07,-0.1,-0.3,-0.0,-0.1,-0.0,0.04,0.10,-0.4,0.08,-0.0,-0.0,0.08,-0.1,-0.0,0.14,-0.1,0.04,0.25,0.12,0.29,0.10,-0.3,0.09,0.15,0.12,0.00,-0.1,0.08,-0.0,0.19,-0.0,0.27,-0.1,0.42,-0.0,0.01,-0.0,-0.2,0.00,-0.2,-0.3,-0.0,-0.0,-0.0,-0.2,-0.0,-0.1,-0.0,-0.0,-0.0,0.21,0.28,-0.2,0.01,-0.0,-0.1,0.18,0.25,-0.1,-0.2,-0.1,-0.0,0.24,0.18,0.15,-0.1,0.00,-0.2,0.21,-0.6,-0.0,-0.2,0.10,0.24,-0.3,0.20,0.17,-0.0,-0.2,-0.2,-0.0,-0.1,-0.2,-0.0,-0.0,-0.2,-0.0,-0.0,-0.0,-0.0,0.03,0.11,0.11,0.04,0.06,-0.0,0.23,0.16,0.09,-0.0,0.08,-0.0,-0.0,0.04,-0.2,-0.3,-0.0,0.12,0.25,-0.1,0.11,0.33,-0.3,-0.2,0.32,-0.0,0.06,0.18,0.24,0.09,-0.0,0.17,-0.0,0.03,-0.2,-0.1,0.11,-0.0,-0.1,0.01,-0.0,-0.2,0.05,-0.0,0.22,-0.0,0.22,-0.0,-0.1,0.04,-0.0,0.00,-0.1,0.21,0.20,-0.0,-0.3,-0.2,-0.1,0.08,-0.2,0.43,0.16,-0.2,-0.0,-0.0,0.00,0.27,-0.1,0.02,0.02,0.06,0.11,0.24,0.16,0.17,-0.1,0.05,-0.0
0.05,0.01,0.02,0.09,-0.0,-0.0,0.15,-0.1,0.06,0.07,0.23,0.02,-0.0,-0.0,0.06,-0.0,-0.1,0.06,0.10,0.29,0.10,0.10,-0.1,0.21,-0.0,-0.0,-0.1,0.14,0.29,0.08,0.04,-0.2,0.13,-0.0,-0.3,-0.2,0.25,-0.1,-0.1,0.00,-0.2,0.27,0.20,0.28,-0.1,0.28,-0.0,-0.0,0.19,0.06,-0.1,0.25,0.11,0.14,-0.2,-0.0,-0.1,-0.1,-0.0,-0.0,0.16,-0.2,-0.2,-0.1,0.07,0.01,-0.4,-0.1,-0.0,0.16,0.18,0.28,-0.2,-0.0,-0.1,0.06,-0.2,-0.2,-0.1,-0.3,0.35,-0.1,-0.0,-0.0,-0.2,-0.0,-0.1,-0.1,0.01,0.09,-0.2,0.12,0.02,-0.1,0.02,-0.2,-0.0,-0.1,0.11,-0.1,0.00,-0.2,0.02,0.33,0.28,0.18,0.14,-0.3,-0.0,-0.1,-0.4,-0.0,0.10,-0.1,0.21,-0.1,-0.1,-0.0,-0.2,0.09,-0.1,0.02,-0.2,-0.1,-0.0,0.15,0.05,0.02,-0.0,0.27,-0.1,-0.2,-0.3,-0.2,-0.1,0.05,0.16,-0.1,-0.1,0.36,0.01,-0.0,-0.1,0.06,0.07,0.17,-0.0,-0.1,0.06,-0.1,0.21,-0.0,-0.0,0.33,0.08,-0.0,-0.0,-0.1,-0.2,-0.0,0.03,0.16,0.20,-0.0,-0.1,0.12,0.17,-0.3,-0.3,-0.2,0.11,-0.1,-0.0,0.07,-0.1,0.03,0.21,-0.3,-0.0,0.19,-0.0,-0.1,-0.1,0.12,0.17,-0.0,0.00,0.40,-0.0,0.13,0.12,0.12,-0.3,0.22,0.08,-0.1,-0.1,-0.0,-0.0,0.09,-0.3,-0.2,-0.1,-0.1,-0.0,-0.2,-0.2,-0.1,-0.0,0.08,-0.0,-0.0,-0.1,-0.0,-0.0,-0.0,-0.1,0.26,-0.0,-0.0,0.13,-0.4,0.28,-0.3,0.04,-0.1,0.06,0.07,0.23,0.02,-0.0,0.29,0.10,-0.0,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,0.09,-0.2,-0.1,-0.1,-0.0,-0.0,-0.0,-0.2,0.02,-0.4,-0.0,0.05,0.09,0.29,0.13,0.26,0.23,-0.0,-0.1,-0.0,-0.1,-0.1,-0.0,-0.1,0.11,0.32,-0.1,-0.0,-0.3,0.05,0.03,-0.0,-0.0,0.09,-0.0,-0.1,-0.2,-0.0,-0.1,0.13,-0.1,0.00,0.04,-0.0,-0.0,-0.0,-0.2,0.16,0.13,0.13,-0.2,-0.0,0.02,-0.0,0.12,-0.1,0.16,-0.0,0.04,-0.1
0.08,0.12,-0.3,0.02,-0.0,-0.0,0.07,0.10,0.17,-0.0,0.07,-0.6,-0.0,-0.3,0.01,-0.1,-0.1,-0.0,-0.0,-0.1,-0.0,-0.2,-0.0,0.07,-0.2,-0.0,-0.1,0.10,0.35,0.12,-0.2,0.10,-0.1,-0.3,0.00,0.00,0.02,-0.0,0.19,0.46,0.04,-0.0,0.15,0.12,-0.0,-0.5,0.16,-0.0,0.44,0.25,-0.1,-0.0,0.34,0.04,0.07,0.03,0.10,-0.2,0.31,0.15,0.07,-0.1,0.03,-0.2,0.01,-0.3,-0.0,-0.1,-0.1,-0.0,0.33,-0.1,-0.0,-0.0,-0.1,0.20,-0.2,-0.1,-0.0,-0.0,-0.1,-0.0,0.32,-0.5,0.13,0.15,-0.2,-0.0,0.16,-0.3,0.00,0.23,-0.3,-0.2,-0.1,-0.2,0.01,-0.2,-0.0,-0.3,0.06,-0.1,-0.0,-0.0,0.08,-0.0,0.18,0.19,0.01,-0.1,-0.4,-0.0,-0.0,0.16,-0.0,0.09,-0.0,-0.1,-0.2,-0.1,-0.1,0.10,-0.2,-0.0,-0.1,0.24,0.15,-0.1,0.00,0.23,-0.0,-0.0,-0.0,-0.0,0.03,-0.1,-0.1,-0.0,0.20,0.31,0.06,0.06,-0.0,0.41,0.16,0.10,-0.0,0.00,-0.2,-0.2,0.28,0.03,-0.3,0.02,0.11,-0.1,0.19,-0.1,-0.1,-0.0,-0.0,-0.0,0.15,-0.0,-0.1,0.12,0.08,0.23,0.18,0.06,-0.1,0.05,-0.0,0.00,-0.1,-0.1,0.07,-0.1,-0.0,0.01,-0.2,-0.3,0.04,-0.1,-0.0,0.22,-0.0,0.07,-0.1,0.27,-0.3,-0.0,-0.2,-0.0,-0.1,0.33,0.11,-0.1,-0.2,0.12,0.08,-0.1,-0.2,-0.2,-0.0,0.12,0.05,-0.0,0.00,-0.0,-0.3,-0.0,-0.0,-0.1,-0.2,0.30,0.44,-0.0,0.05,0.02,0.23,-0.2,-0.0,-0.0,0.11,-0.1,0.03,0.18,0.16,0.00,0.13,-0.3,-0.0,-0.2,0.03,-0.2,0.15,-0.0,0.29,-0.0,0.28,-0.2,-0.1,-0.3,0.16,-0.0,0.15,-0.1,0.04,0.04,-0.2,-0.0,-0.1,-0.2,0.12,0.16,-0.2,0.23,-0.0,0.04,-0.2,0.10,-0.0,-0.2,-0.0,-0.0,-0.0,0.06,-0.1,0.13,-0.0,0.16,-0.1,-0.0,0.12,-0.2,0.10,0.07,-0.1,0.22,0.11,0.31,0.11,0.03,0.10,-0.2,0.00,0.15,0.01,0.26,-0.1,0.06,-0.0,-0.0,7.62,0.04,0.15,0.08,0.12,0.10
0.19,0.10,-0.0,0.02,-0.0,-0.1,0.34,-0.3,0.17,0.10,0.10,-0.2,0.22,0.07,-0.2,-0.1,0.08,-0.1,-0.1,0.07,0.17,0.13,0.16,0.08,0.16,0.18,-0.1,0.25,-0.1,0.04,-0.1,0.06,0.15,0.02,0.08,-0.1,0.04,0.21,-0.0,0.02,0.20,-0.1,0.21,-0.1,-0.0,-0.1,-0.0,0.14,0.05,0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.00,0.10,0.32,0.30,0.04,-0.2,-0.1,-0.2,0.13,0.17,-0.0,0.01,-0.2,0.23,-0.0,0.19,-0.2,-0.0,0.05,-0.1,-0.2,0.05,-0.0,0.28,-0.0,0.09,-0.1,0.02,-0.1,-0.0,0.29,-0.0,0.15,0.26,-0.0,-0.0,0.32,-0.1,-0.1,-0.0,0.10,0.11,-0.1,0.22,0.14,-0.1,0.20,0.24,-0.0,-0.2,-0.3,0.19,0.07,-0.0,-0.2,0.15,-0.4,5.96,0.18,0.00,0.13,-0.0,0.21,-0.3,0.29,-0.1,-0.1,-0.2,-0.0,0.01,0.23,0.21,-0.1,0.05,0.18,-0.1,0.09,-0.0,-0.0,-0.2,0.30,0.12,-0.1,-0.0,0.07,-0.3,-0.0,-0.1,-0.3,0.18,0.26,-0.2,-0.0,0.19,-0.1,0.42,0.00,-0.3,0.11,-0.1,0.19,-0.3,0.12,-0.3,-0.0,-0.1,-0.0,0.04,0.06,0.15,0.02,0.46,0.05,-0.2,-0.2,-0.0,0.04,0.01,0.17,-0.0,-0.1,0.21,-0.0,-0.1,0.30,-0.0,0.11,0.18,0.13,-0.2,0.03,0.18,0.05,-0.2,0.13,-0.0,-0.4,0.13,0.26,-0.2,-0.0,-0.2,-0.3,-0.2,-0.2,-0.0,0.11,-0.3,-0.1,0.10,0.15,-0.0,-0.1,0.12,0.12,-0.0,-0.0,-0.4,0.19,-0.1,0.16,-0.1,0.01,-0.0,-0.0,0.02,0.06,0.09,-0.2,-0.0,0.36,0.07,0.17,-0.0,-0.0,0.08,0.06,-0.2,-0.1,0.06,-0.2,0.06,-0.0,0.01,0.11,0.07,0.12,-0.0,-0.5,-0.1,-0.0,0.01,-0.1,-0.0,-0.1,-0.1,-0.0,0.08,0.20,0.10,-0.2,0.09,-0.1,-0.1,-0.3,-0.2,0.03,-0.3,0.01,-0.2,0.08,0.02,0.23,0.04,0.17,-0.0,-0.0,0.08,0.06,0.11,0.14,0.09,-0.3,-0.1,-0.0,-0.2,-0.0,0.09,-0.1,-0.2,-0.2,0.19,0.03,-0.0,-0.0,-0.0,-0.0,-0.2,-0.0,-0.0,-0.2,0.01,0.01,-0.1,-0.0
0.05,-0.1,0.03,-0.0,0.03,-0.1,-0.1,-0.4,0.23,0.01,0.25,0.14,-0.0,-0.2,-0.0,-0.0,-0.1,-0.1,0.27,-0.0,0.03,-0.0,-0.0,0.36,0.19,-0.0,-0.0,0.06,0.20,-0.0,0.04,-0.2,-0.2,0.03,-0.1,-0.0,0.15,0.21,-0.1,0.01,-0.3,-0.1,0.29,-0.1,-0.0,-0.1,-0.0,0.07,0.06,0.12,-0.1,0.38,0.28,0.09,-0.2,-0.0,-0.1,0.25,-0.0,0.06,0.05,-0.1,-0.1,-0.0,0.04,0.08,-0.2,0.18,0.04,0.21,-0.0,0.30,-0.0,0.23,-0.0,-0.0,-0.0,-0.1,-0.0,-0.1,0.13,0.15,-0.1,0.20,-0.0,-0.0,-0.0,-0.1,0.16,-0.1,0.09,-0.0,0.15,0.09,-0.0,-0.0,0.04,0.09,0.19,-0.1,-0.0,-0.1,0.13,0.44,0.07,-0.0,0.35,-0.1,-0.0,-0.1,-0.5,-0.2,-0.0,-0.2,0.19,-0.1,0.08,-0.1,0.04,-0.0,-0.1,0.02,-0.1,-0.2,-0.1,0.07,-0.3,0.15,0.13,-0.1,-0.0,-0.2,-0.2,-0.3,-0.0,0.08,0.12,-0.1,-0.1,0.22,-0.4,-0.3,0.05,0.05,0.07,0.12,-0.2,-0.2,0.11,-0.1,0.24,-0.0,0.04,0.00,-0.1,-0.0,0.05,-0.0,-0.0,-0.1,-0.2,0.23,0.34,0.01,0.07,0.07,0.12,-0.3,-0.0,-0.3,-0.0,-0.0,0.03,-0.1,-0.0,0.11,-0.0,-0.0,-0.1,0.07,-0.0,-0.0,-0.0,0.07,0.22,-0.0,-0.0,0.17,-0.2,-0.0,0.16,0.07,-0.1,0.33,-0.0,-0.0,-0.4,-0.2,-0.0,0.20,0.17,0.03,-0.0,-0.1,-0.0,-0.3,-0.0,0.05,0.20,0.06,0.16,0.04,-0.2,-0.0,-0.1,0.08,-0.0,0.33,-0.0,-0.1,0.03,-0.1,0.50,0.19,0.00,0.01,-0.3,0.17,-0.0,0.01,0.06,0.04,0.12,0.20,-0.1,-0.1,0.00,0.03,0.21,-0.0,-0.0,-0.0,0.02,-0.4,-0.2,-0.0,0.04,-0.0,-0.1,-0.1,0.06,0.21,0.00,-0.0,-0.0,-0.2,0.16,-0.0,-0.0,-0.3,-0.0,0.11,-0.1,-0.0,0.03,0.15,-0.1,0.21,-0.2,-0.0,0.14,0.11,0.23,0.32,0.10,-0.0,0.10,-0.1,-0.1,-0.2,-0.1,-0.0,-0.0,-0.1,-0.0,-0.1,-0.1,0.28,0.13,0.13,-0.0,0.07,0.13,-0.2,0.07,0.08,-0.1,0.47,0.05,-0.2
-0.0,0.26,0.00,0.16,0.00,-0.2,0.07,0.08,-0.0,0.12,-0.0,-0.2,-0.2,0.09,-0.1,-0.0,0.13,0.20,-0.1,-0.1,-0.0,0.25,-0.1,-0.0,-0.4,-0.2,-0.1,0.20,-0.0,-0.0,-0.3,0.24,-0.2,-0.2,0.23,-0.3,-0.0,-0.2,0.11,0.62,0.09,-0.1,0.32,0.32,0.11,-0.1,0.28,-0.1,0.47,0.26,-0.0,0.06,0.31,-0.2,0.22,0.26,0.16,-0.3,0.26,0.08,-0.1,-0.1,0.13,-0.1,0.00,-0.8,-0.0,-0.2,-0.0,-0.0,0.02,0.15,0.14,-0.1,-0.0,-0.0,0.11,-0.2,-0.0,0.02,-0.1,-0.0,0.22,-0.3,0.19,0.18,-0.0,0.00,0.15,-0.1,0.28,-0.0,-0.3,-0.0,-0.2,-0.1,0.21,-0.2,-0.0,-0.1,-0.0,-0.3,-0.1,-0.2,-0.0,-0.1,0.17,-0.1,-0.2,-0.0,-0.1,-0.2,-0.4,0.49,0.07,-0.0,-0.1,-0.0,-0.0,0.13,0.06,-0.0,0.33,0.01,0.00,0.01,0.33,0.24,-0.0,0.38,0.07,0.04,0.04,0.09,0.16,-0.0,-0.2,0.16,0.11,0.03,0.02,0.11,-0.0,-0.1,0.25,0.01,-0.1,0.26,-0.3,-0.1,0.41,-0.0,-0.1,0.31,-0.0,-0.1,-0.0,0.26,0.07,-0.0,-0.0,0.05,0.13,-0.2,-0.2,0.19,0.23,-0.1,0.07,0.10,0.31,0.00,-0.1,0.01,-0.3,-0.1,0.34,-0.0,-0.1,0.00,-0.1,-0.1,0.09,-0.0,-0.0,-0.0,-0.0,0.17,-0.0,0.14,0.02,-0.0,-0.3,-0.0,-0.1,-0.1,0.16,0.21,-0.1,-0.2,0.21,-0.1,-0.0,-0.1,-0.3,-0.2,0.11,0.11,-0.2,0.06,-0.5,-0.2,-0.0,-0.1,0.16,-0.0,0.17,0.06,0.14,-0.0,0.07,0.05,-0.0,0.01,-0.1,-0.3,-0.0,0.15,-0.0,0.03,0.17,-0.0,-0.1,-0.1,0.11,-0.1,-0.0,-0.3,0.26,-0.0,0.46,-0.3,0.08,-0.1,0.13,0.09,-0.3,-0.2,0.03,0.04,-0.4,-0.1,0.26,0.41,-0.1,-0.3,0.05,0.22,0.04,0.21,-0.0,0.27,-0.1,-0.1,0.18,0.14,0.18,0.30,0.05,0.10,-0.0,0.02,-0.1,0.04,0.38,-0.1,0.03,-0.1,0.08,0.13,0.27,0.15,-0.0,-0.0,-0.0,-0.2,0.08,0.11,0.02,0.20,-0.0,0.06,0.18,-0.1,0.01,-0.1,0.27,0.04,0.12,0.03
